,City,Country,lng,lat,Temp,Humidity,Cloudiness,Wind Speed,URL
0,coruripe,br,-34.94692144841537,-11.26506805102757,80.71,97,80,11.65,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=coruripe,br"
1,jutai,br,-69.96948652076539,-5.492059159871346,73.33,100,92,1.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=jutai,br"
2,busselton,au,83.85668132960205,-74.16415194496376,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
3,new norfolk,au,138.5745196048531,-57.10790049751154,64.4,48,75,17.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=new norfolk,au"
4,taolanaro,mg,61.88382969512085,-81.69836481296635,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
5,dawei,mm,95.76489890904946,12.871990987613898,83.5,75,56,2.26,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dawei,mm"
6,port elizabeth,za,29.73748087311307,-71.32609389959704,66.2,93,75,11.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port elizabeth,za"
7,busselton,au,113.5069978304478,-36.30889989204935,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
8,kawhia,nz,174.7929809408128,-38.10930758205347,67.93,87,0,14.45,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kawhia,nz"
9,kaitangata,nz,173.03159248416836,-64.56279876013643,64.78,52,0,21.72,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kaitangata,nz"
10,east london,za,47.7251704689896,-55.29897371918918,70.72,100,56,5.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=east london,za"
11,victoria,sc,54.01342580120718,1.362233242827827,80.6,78,0,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=victoria,sc"
12,vaini,to,-175.97492778480404,-28.420131922793665,86,74,40,24.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=vaini,to"
13,rikitea,pf,-134.77063908790984,-65.69958596047174,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
14,victoria,sc,50.86236091152878,-4.0388044201917666,80.6,78,0,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=victoria,sc"
15,jamestown,sh,-14.857926452872022,-38.50242032304715,73.78,100,88,10.2,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=jamestown,sh"
16,hithadhoo,mv,81.73931194989393,-3.8590007594263085,84.13,100,100,6.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hithadhoo,mv"
17,chapais,ca,-75.31831963011723,54.471553861291795,8.6,84,90,16.11,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=chapais,ca"
18,rikitea,pf,-117.66848150013374,-37.43557131264571,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
19,ushuaia,ar,-15.101297136363996,-88.29536500205965,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
20,ushuaia,ar,-24.830372406718368,-78.22796637742134,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
21,nizwa,om,55.98605644771277,20.63348723036411,62.44,43,0,2.37,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nizwa,om"
22,haines junction,ca,-140.28409081429865,63.70445028006432,14.92,78,8,1.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=haines junction,ca"
23,yellowknife,ca,-106.49827496156388,70.22146397684111,14,43,20,14.99,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=yellowknife,ca"
24,hermanus,za,-11.745666552515871,-89.23939108392406,59.38,100,64,2.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hermanus,za"
25,ihiala,ng,6.576930381797013,5.7417581543750345,76.39,98,24,8.63,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ihiala,ng"
26,ayagoz,kz,80.19028283542866,47.03918249599735,35.08,57,0,15.46,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ayagoz,kz"
27,vaini,to,-168.89739084303915,-39.23357867381759,86,74,40,24.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=vaini,to"
28,albany,au,112.83091654922328,-47.889551251106965,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
29,erenhot,cn,111.0118313217871,43.36886218409251,35.71,65,92,26.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=erenhot,cn"
30,rutana,bi,30.113610480834012,-3.8766452181377105,57.76,96,88,3.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rutana,bi"
31,umzimvubu,za,35.678981515973106,-39.60988499698423,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
32,thompson,ca,-95.36358702472292,54.766622874106474,12.2,56,75,6.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=thompson,ca"
33,santa pola,es,0.027885361595224367,37.82622848117522,55.4,54,0,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=santa pola,es"
34,rogers,us,-93.75565074674175,36.60946139446756,46.09,33,1,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rogers,us"
35,kodiak,us,-146.8142480376593,48.46291131089686,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
36,windhoek,na,17.804771864379433,-22.148767474192354,57,87,0,2.24,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=windhoek,na"
37,codrington,ag,-49.42371169772116,25.161212619562363,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
38,talnakh,ru,93.10782255203372,72.20787388498482,11.59,86,76,23.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=talnakh,ru"
39,carnarvon,au,85.95865360015506,-29.57520574629097,86.83,64,0,13.11,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=carnarvon,au"
40,souillac,mu,60.650080204987034,-28.924740384041655,71.6,100,75,13.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=souillac,mu"
41,punta arenas,cl,-85.30386933254424,-69.70047873391935,35.6,93,90,19.46,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=punta arenas,cl"
42,barrow,us,-158.47383314122087,88.54173191277093,34.66,68,1,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=barrow,us"
43,xichang,cn,100.32199517558416,29.012677324011847,66.76,32,0,2.04,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=xichang,cn"
44,semey,kz,77.98110265539896,49.58656969104791,29.41,68,0,6.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=semey,kz"
45,albany,au,115.71900321264707,-62.84666978131352,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
46,coihaique,cl,-76.82972197707045,-46.936606246809944,37.4,86,90,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=coihaique,cl"
47,dongsheng,cn,108.59753694067336,40.23737383353375,47.23,100,100,22.62,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dongsheng,cn"
48,jamestown,sh,-3.9381691701049704,-8.668288938627398,73.78,100,88,10.2,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=jamestown,sh"
49,tiksi,ru,132.38966979764024,79.24736740917388,8.44,88,64,5.61,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tiksi,ru"
50,north platte,us,-101.6076651388214,42.31813835069886,53.6,25,1,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=north platte,us"
51,rikitea,pf,-126.76636080881195,-40.49301872566643,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
52,sentyabrskiy,ru,160.22241520951076,31.013361174814847,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
53,busselton,au,82.9787558995485,-80.65677788648908,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
54,butaritari,ki,164.80942456491448,8.047226878896012,77.38,100,88,2.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=butaritari,ki"
55,georgetown,sh,-11.72600337840035,-5.289765108428114,80.53,100,0,12.77,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=georgetown,sh"
56,mataura,pf,-161.15276957523974,-81.31023863044646,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
57,asau,tv,176.46796184343873,-12.669800200776663,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
58,bayangol,ru,104.19572492612053,50.6750824840403,9.79,57,36,4.94,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bayangol,ru"
59,ponta do sol,cv,-28.96774078081765,20.90418788740473,68.2,100,8,15.01,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ponta do sol,cv"
60,tonstad,no,6.559966938129776,59.06552772847988,39.2,93,75,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tonstad,no"
61,rikitea,pf,-142.04029057741735,-32.29576626542151,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
62,mys shmidta,ru,-179.28579519153928,87.11276067542514,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
63,corinto,ni,-88.36204322535036,11.643200330672201,79.27,76,76,2.59,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=corinto,ni"
64,buraydah,sa,41.36943895152845,24.91384002303488,64.4,100,44,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=buraydah,sa"
65,ancud,cl,-100.50060778780129,-42.625576637043146,52.54,66,92,14,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ancud,cl"
66,saharsa,in,86.47164978555753,25.86275132422817,77.56,67,0,10.54,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=saharsa,in"
67,ponta do sol,cv,-28.137074827705305,23.567141446004527,68.2,100,8,15.01,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ponta do sol,cv"
68,portland,au,131.19720281225847,-55.17382581166447,71.89,65,0,2.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=portland,au"
69,kapaa,us,-161.45725103391345,33.46145726472582,81.25,74,75,20.8,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kapaa,us"
70,ginir,et,41.924182776915046,7.449707083042455,52.63,84,8,2.71,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ginir,et"
71,busselton,au,96.63542667462485,-41.18581752322798,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
72,bethel,us,-162.52151388185752,47.438693330900236,21.2,67,20,21.92,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bethel,us"
73,buala,sb,161.51483949508474,-3.1891807528938187,81.07,100,56,4.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=buala,sb"
74,inuvik,ca,-130.66891913245362,66.52299327505912,-0.68,64,20,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=inuvik,ca"
75,puerto ayora,ec,-91.97481363878273,6.427491915207611,76.48,99,0,6.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=puerto ayora,ec"
76,nador,ma,-2.0496193361333326,31.55643093472618,51.3,66,0,2.24,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nador,ma"
77,atuona,pf,-143.35063423835203,-6.752066248485292,81.7,100,8,11.77,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=atuona,pf"
78,cabo san lucas,mx,-120.95200184866572,15.052529439013412,79.59,42,40,11.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cabo san lucas,mx"
79,normandin,ca,-73.25572040233844,48.99316963653271,14,92,90,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=normandin,ca"
80,provideniya,ru,-175.37238010666002,53.544893099961115,21.2,57,0,20.13,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=provideniya,ru"
81,port alfred,za,40.3741432043399,-77.5443469030688,69.28,98,92,6.4,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port alfred,za"
82,ukiah,us,-129.14104276765153,36.07237307797082,64.4,36,40,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ukiah,us"
83,bredasdorp,za,21.912784810819545,-77.95668367735854,60.8,93,20,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bredasdorp,za"
84,belushya guba,ru,52.44528548476029,82.46880647551643,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
85,hasaki,jp,149.37789014231612,30.515940054935697,55.4,50,75,13.87,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hasaki,jp"
86,esna,eg,31.727782409557364,24.646451576179004,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
87,mataura,pf,-142.37054212920685,-54.71529498946537,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
88,avarua,ck,-156.33489325746595,-21.406579614545123,77,100,75,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=avarua,ck"
89,hilo,us,-140.85251910098356,25.6470544310438,80.6,74,90,6.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hilo,us"
90,kapaa,us,-171.1724322081155,26.229321608093912,81.25,74,75,20.8,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kapaa,us"
91,saint-philippe,re,70.91752131002656,-61.81474738798862,76.05,78,68,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=saint-philippe,re"
92,sulangan,ph,129.01966801429722,12.094457851431386,81.52,100,0,12.21,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=sulangan,ph"
93,kruisfontein,za,25.524113373405413,-54.76791977913561,65.41,90,20,14.56,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kruisfontein,za"
94,kodiak,us,-151.1175248458648,42.24591541592082,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
95,hilo,us,-141.72847927768905,12.885344935898829,80.6,74,90,6.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hilo,us"
96,samusu,ws,-162.5144344416712,-3.9642923977684035,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
97,jamestown,sh,-9.398056052382941,-30.96866020011889,73.78,100,88,10.2,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=jamestown,sh"
98,hobart,au,146.77892803652617,-72.10552835627914,64.4,48,75,17.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hobart,au"
99,nadym,ru,72.4794529784902,64.99852236351225,28.51,92,56,14.56,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nadym,ru"
100,nantucket,us,-67.11517841922891,39.01692667186404,46.4,81,90,13.87,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nantucket,us"
101,cape town,za,-4.9089831380744045,-57.594345382926534,60.8,93,75,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cape town,za"
102,loum,cm,9.649242589791811,4.790640732238828,67.84,99,24,2.71,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=loum,cm"
103,busselton,au,96.27672447325494,-34.36948980683059,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
104,saskylakh,ru,108.76231615742915,87.95022956020088,3.31,84,0,14.67,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=saskylakh,ru"
105,luwuk,id,123.07190647082166,-0.43319766358891343,83.23,92,32,1.59,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=luwuk,id"
106,kodiak,us,-150.82444132393806,48.52181067013518,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
107,barrow,us,-158.97754014748045,88.35570875624282,34.66,68,1,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=barrow,us"
108,ponta do sol,cv,-41.39882511073009,21.88007055193293,68.2,100,8,15.01,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ponta do sol,cv"
109,lompoc,us,-130.30819543425355,25.00497777168016,57.22,76,1,12.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=lompoc,us"
110,dikson,ru,77.63416219507047,83.3083499698464,-7.86,95,0,19.26,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dikson,ru"
111,harper,lr,-7.0138681820505155,-3.92806612543842,81.61,100,64,7.85,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=harper,lr"
112,chuy,uy,-34.66293031472898,-47.99978874631171,62.26,94,0,6.96,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=chuy,uy"
113,antalaha,mg,55.769409922002694,-14.692229465647628,76.03,96,88,9.31,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=antalaha,mg"
114,kodiak,us,-160.27746430794303,46.57487740353844,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
115,puerto carreno,co,-66.04688652536886,5.808731979457221,69.46,96,48,2.48,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=puerto carreno,co"
116,ancud,cl,-101.11611642037343,-39.625832028061346,52.54,66,92,14,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ancud,cl"
117,meulaboh,id,91.89075822983364,-0.33803043837619384,81.7,100,48,4.05,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=meulaboh,id"
118,nizhniy kuranakh,ru,124.62667605524774,59.94696470742227,15.73,50,20,6.85,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nizhniy kuranakh,ru"
119,kapaa,us,-164.5226040588613,39.237074012892094,81.25,74,75,20.8,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kapaa,us"
120,alofi,nu,-167.5206452338931,-19.210563374489453,80.98,100,92,18.03,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=alofi,nu"
121,doctor arroyo,mx,-100.0345424337551,23.704842131226485,60.73,77,88,0.69,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=doctor arroyo,mx"
122,rocha,uy,-44.557563518702864,-45.483039463040264,61.09,92,0,7.18,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rocha,uy"
123,mocuba,mz,38.460071744626845,-17.506655813466992,71.17,96,0,2.71,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=mocuba,mz"
124,tsumeb,na,18.32757854210726,-18.4846458276334,60.55,97,48,12.33,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tsumeb,na"
125,nioro,ml,-9.516164173549583,17.533931100502713,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
126,tagusao,ph,114.64075723170055,13.208641141885394,86.2,72,0,4.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tagusao,ph"
127,beringovskiy,ru,176.20041202488824,54.69854193391171,22.03,100,76,21.05,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=beringovskiy,ru"
128,hermanus,za,2.652164999216552,-63.255775823398814,59.38,100,64,2.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hermanus,za"
129,tuktoyaktuk,ca,-130.57008525156243,69.18751381328761,-0.77,84,90,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tuktoyaktuk,ca"
130,punta arenas,cl,-117.80987905456838,-80.37823954364305,35.6,93,90,19.46,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=punta arenas,cl"
131,axim,gh,-2.498421806144961,-5.541317933018945,81.43,100,88,6.06,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=axim,gh"
132,majene,id,118.08973764802244,-3.2515941892266227,82.96,100,8,1.25,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=majene,id"
133,lagoa,pt,-28.41768562827926,42.221872202047365,55.4,71,0,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=lagoa,pt"
134,bluff,nz,157.15205738078095,-69.40261895886437,60.01,89,68,30.11,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bluff,nz"
135,port elizabeth,za,29.154523469659438,-55.076999008493914,66.2,93,75,11.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port elizabeth,za"
136,westport,ie,-10.488930444811189,53.63071996554993,30.85,97,0,4.5,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=westport,ie"
137,arlit,ne,6.120475566265696,17.52353159253576,67.03,27,0,3.15,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=arlit,ne"
138,new ulm,us,-95.07626264855375,44.378639007649866,24.57,62,90,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=new ulm,us"
139,sitka,us,-138.70938821917844,56.68370818187236,53.35,28,44,17.81,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=sitka,us"
140,rikitea,pf,-130.85117604648266,-60.67378929700759,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
141,mataura,pf,-145.89685783821986,-55.30663703707954,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
